Name,Risk Score,Bachelor's Degree,Master's Degree,More Than 5 Years of Work Experience,More Than 10 Years of Work Experience,More Than 15 Years of Work Experience,More Than 20 Years of Work Experience,More Than 25 Years of Work Experience,More Than 30 Years of Work Experience,Years of Work Experience,Bankruptcies,Criminal Records,Civil Litigation & Legal Filings,Tax Liens,Industry Sanctions & Other Legal Actions,Professional Licenses,LinkedIn Potential Controversies,LinkedIn Political Activity,Twitter Potential Controversies,Twitter Political Activity,Facebook Potential Controversies,Facebook Political Activity,Instagram Potential Controversies,Instagram Political Activity
Synthetic Data  #131,4,No,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes
Synthetic Data  #132,1,Yes,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #133,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,26,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #134,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #135,5,Yes,No,Yes,No,No,No,No,No,10,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
Synthetic Data  #136,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes
Synthetic Data  #137,3,Yes,No,Yes,Yes,No,No,No,No,14,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #138,5,Yes,No,No,No,No,No,No,No,1,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #139,4,Yes,No,Yes,Yes,Yes,Yes,No,No,23,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #140,2,No,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #141,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #142,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,35,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #143,2,No,No,No,No,No,No,No,No,1,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Synthetic Data  #144,5,Yes,No,No,No,No,No,No,No,4,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No
Synthetic Data  #145,5,No,No,Yes,Yes,Yes,No,No,No,16,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
Synthetic Data  #146,5,No,No,Yes,Yes,Yes,Yes,No,No,24,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
Synthetic Data  #147,2,Yes,No,Yes,Yes,Yes,No,No,No,20,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #148,5,Yes,No,Yes,Yes,Yes,No,No,No,20,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #149,1,Yes,No,No,No,No,No,No,No,2,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #150,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes
Synthetic Data  #151,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,29,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No
Synthetic Data  #152,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #153,4,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes
Synthetic Data  #154,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No
Synthetic Data  #155,5,Yes,Yes,No,No,No,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #156,5,Yes,Yes,Yes,No,No,No,No,No,7,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes
Synthetic Data  #157,5,Yes,No,Yes,Yes,Yes,No,No,No,16,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
Synthetic Data  #158,4,Yes,No,No,No,No,No,No,No,5,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes
Synthetic Data  #159,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #160,3,No,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #161,5,No,Yes,Yes,Yes,No,No,No,No,14,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #162,5,Yes,No,Yes,No,No,No,No,No,6,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No
Synthetic Data  #163,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
Synthetic Data  #164,4,Yes,No,Yes,Yes,Yes,Yes,No,No,22,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes
Synthetic Data  #165,5,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #166,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #167,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,35,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No
Synthetic Data  #168,5,Yes,Yes,Yes,No,No,No,No,No,8,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #169,4,Yes,Yes,Yes,No,No,No,No,No,6,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #170,2,Yes,Yes,No,No,No,No,No,No,3,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #171,2,Yes,No,Yes,No,No,No,No,No,8,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #172,2,Yes,No,Yes,Yes,Yes,Yes,No,No,25,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No
Synthetic Data  #173,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #174,5,Yes,Yes,No,No,No,No,No,No,2,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #175,5,Yes,No,Yes,Yes,No,No,No,No,15,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
Synthetic Data  #176,3,Yes,No,Yes,Yes,No,No,No,No,15,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #177,5,Yes,No,Yes,Yes,Yes,Yes,No,No,23,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #178,5,Yes,No,No,No,No,No,No,No,3,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #179,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,29,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No
Synthetic Data  #180,5,Yes,Yes,No,No,No,No,No,No,4,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #181,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #182,5,Yes,Yes,Yes,Yes,Yes,No,No,No,18,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #183,5,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #184,4,Yes,No,Yes,No,No,No,No,No,8,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
Synthetic Data  #185,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,23,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #186,4,No,No,Yes,No,No,No,No,No,8,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
Synthetic Data  #187,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,35,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #188,5,Yes,No,No,No,No,No,No,No,2,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No
Synthetic Data  #189,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #190,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,35,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
Synthetic Data  #191,5,Yes,No,No,No,No,No,No,No,4,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #192,2,Yes,No,Yes,No,No,No,No,No,8,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #193,4,Yes,No,Yes,No,No,No,No,No,9,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #194,3,Yes,No,Yes,No,No,No,No,No,10,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #195,4,Yes,Yes,Yes,No,No,No,No,No,7,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #196,2,No,No,No,No,No,No,No,No,5,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
Synthetic Data  #197,5,Yes,No,Yes,Yes,No,No,No,No,15,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes
Synthetic Data  #198,3,Yes,No,Yes,Yes,Yes,No,No,No,19,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No
Synthetic Data  #199,5,Yes,No,Yes,Yes,Yes,No,No,No,16,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
Synthetic Data  #200,3,Yes,No,Yes,Yes,No,No,No,No,15,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #201,5,No,No,Yes,Yes,No,No,No,No,15,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #202,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
Synthetic Data  #203,2,Yes,No,Yes,Yes,Yes,No,No,No,20,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #204,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #205,3,No,No,Yes,Yes,No,No,No,No,12,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #206,4,Yes,No,Yes,Yes,Yes,No,No,No,16,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #207,1,Yes,No,Yes,Yes,Yes,Yes,No,No,21,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
Synthetic Data  #208,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Synthetic Data  #209,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #210,5,Yes,No,Yes,No,No,No,No,No,6,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No
Synthetic Data  #211,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #212,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #213,5,Yes,No,Yes,No,No,No,No,No,9,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No
Synthetic Data  #214,5,Yes,Yes,Yes,Yes,Yes,No,No,No,16,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes
Synthetic Data  #215,5,No,No,Yes,Yes,Yes,No,No,No,18,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #216,3,Yes,Yes,Yes,Yes,No,No,No,No,13,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #217,1,Yes,Yes,Yes,No,No,No,No,No,7,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
Synthetic Data  #218,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #219,3,Yes,No,Yes,Yes,No,No,No,No,15,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #220,5,Yes,No,Yes,No,No,No,No,No,9,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No
Synthetic Data  #221,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,37,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #222,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
Synthetic Data  #223,3,Yes,Yes,Yes,Yes,No,No,No,No,15,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #224,3,Yes,No,Yes,Yes,No,No,No,No,13,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #225,2,Yes,No,Yes,Yes,No,No,No,No,12,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
Synthetic Data  #226,2,Yes,Yes,No,No,No,No,No,No,5,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
Synthetic Data  #227,2,Yes,No,No,No,No,No,No,No,2,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #228,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,38,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #229,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #230,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,21,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #231,4,Yes,No,No,No,No,No,No,No,4,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #232,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #233,5,Yes,No,Yes,Yes,No,No,No,No,12,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
Synthetic Data  #234,3,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #235,5,Yes,No,No,No,No,No,No,No,3,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #236,2,Yes,No,No,No,No,No,No,No,3,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Synthetic Data  #237,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,32,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #238,5,No,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #239,2,No,No,Yes,Yes,Yes,Yes,Yes,No,26,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #240,5,Yes,No,No,No,No,No,No,No,3,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #241,3,Yes,No,Yes,Yes,No,No,No,No,12,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
Synthetic Data  #242,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #243,4,Yes,Yes,Yes,Yes,Yes,No,No,No,19,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
Synthetic Data  #244,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,33,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
Synthetic Data  #245,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Synthetic Data  #246,4,Yes,No,Yes,Yes,Yes,No,No,No,20,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No
Synthetic Data  #247,5,Yes,No,Yes,Yes,Yes,Yes,No,No,21,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #248,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,23,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #249,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #250,5,Yes,No,No,No,No,No,No,No,2,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No
Synthetic Data  #251,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
Synthetic Data  #252,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #253,1,Yes,Yes,Yes,Yes,Yes,No,No,No,20,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #254,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #255,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
Synthetic Data  #256,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No
Synthetic Data  #257,1,Yes,No,No,No,No,No,No,No,4,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #258,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes
Synthetic Data  #259,4,Yes,Yes,No,No,No,No,No,No,1,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #260,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,34,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
Synthetic Data  #261,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
Synthetic Data  #262,5,No,No,Yes,Yes,No,No,No,No,15,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No
Synthetic Data  #263,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,36,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #264,3,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #265,5,No,No,Yes,Yes,Yes,Yes,Yes,No,29,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
Synthetic Data  #266,2,Yes,Yes,Yes,Yes,No,No,No,No,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #267,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Synthetic Data  #268,2,Yes,No,Yes,Yes,Yes,No,No,No,19,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
Synthetic Data  #269,1,Yes,Yes,No,No,No,No,No,No,1,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #270,4,Yes,Yes,Yes,Yes,No,No,No,No,11,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No
Synthetic Data  #271,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #272,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #273,4,Yes,Yes,Yes,Yes,No,No,No,No,14,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #274,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No
Synthetic Data  #275,4,Yes,No,Yes,Yes,Yes,Yes,Yes,No,29,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No
Synthetic Data  #276,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #277,5,Yes,Yes,Yes,Yes,Yes,No,No,No,16,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No
Synthetic Data  #278,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,27,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
Synthetic Data  #279,3,Yes,No,Yes,No,No,No,No,No,7,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
Synthetic Data  #280,3,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
Synthetic Data  #281,5,Yes,No,Yes,No,No,No,No,No,6,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No
Synthetic Data  #282,5,Yes,No,Yes,No,No,No,No,No,6,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
Synthetic Data  #283,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes
Synthetic Data  #284,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
Synthetic Data  #285,4,Yes,No,No,No,No,No,No,No,3,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
Synthetic Data  #286,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
Synthetic Data  #287,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
Synthetic Data  #288,2,Yes,No,Yes,Yes,Yes,No,No,No,17,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #289,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
Synthetic Data  #290,2,Yes,No,Yes,Yes,Yes,Yes,No,No,24,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #291,3,No,No,No,No,No,No,No,No,4,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
Synthetic Data  #292,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes
Synthetic Data  #293,2,Yes,No,Yes,Yes,Yes,No,No,No,16,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #294,5,Yes,Yes,Yes,No,No,No,No,No,6,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No
Synthetic Data  #295,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No
Synthetic Data  #296,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,30,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Synthetic Data  #297,1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Synthetic Data  #298,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No
Synthetic Data  #299,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
Synthetic Data  #300,1,Yes,No,Yes,Yes,Yes,Yes,No,No,23,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Synthetic Data  #301,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #302,5,Yes,Yes,Yes,No,No,No,No,No,8,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
Synthetic Data  #303,4,Yes,No,Yes,Yes,No,No,No,No,13,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes
Synthetic Data  #304,4,Yes,Yes,No,No,No,No,No,No,1,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #305,4,Yes,Yes,Yes,No,No,No,No,No,9,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No
Synthetic Data  #306,3,No,No,Yes,Yes,Yes,No,No,No,18,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No
Synthetic Data  #307,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,27,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Synthetic Data  #308,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
Synthetic Data  #309,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,28,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
Synthetic Data  #310,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No
Synthetic Data  #311,2,Yes,No,Yes,No,No,No,No,No,9,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Synthetic Data  #312,5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,34,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No
Synthetic Data  #313,2,Yes,No,Yes,No,No,No,No,No,7,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
